,treino,previsto
gamma1,[0.35803267961629326],[0.33388975262641907]
gamma2,[0.260402331953273],[0.21062356233596802]
gamma3,[0.8042812841588886],[0.6858575344085693]
gamma4,[0.6316639223416798],[0.5195822715759277]
JIX,[-0.7863429245966886],[-0.7155694365501404]
JIY,[0.40517104797371095],[0.3709128797054291]
JIZ,[0.30408404062855077],[0.09169374406337738]
JXI,[0.8807047791322358],[0.8028902411460876]
JYI,[-0.4577695468793537],[-0.5207799077033997]
JZI,[-0.48844897313392166],[-0.37308359146118164]
JXX,[0.4681187282893935],[0.36005985736846924]
JXY,[0.3169000364801515],[0.3018825352191925]
JXZ,[-0.39402405222328984],[-0.24457304179668427]
JYX,[0.36846625615391093],[0.29384660720825195]
JYY,[-0.2066527099339721],[-0.24299000203609467]
JYZ,[0.5550331757802247],[0.4098241627216339]
JZX,[-0.7632008602691229],[-0.7069665789604187]
JZY,[-0.5534677673755009],[-0.5404792428016663]
JZZ,[0.8029261725493977],[0.7026439905166626]
