,treino,previsto
gamma1,[0.4335270462955384],[0.3388514518737793]
gamma2,[0.8554088477491049],[0.7782140970230103]
gamma3,[0.9372801278909322],[0.784472644329071]
gamma4,[0.5687076940748169],[0.2547246217727661]
JIX,[-0.4403690528540243],[-0.24006393551826477]
JIY,[0.0042808872494692896],[0.0809776708483696]
JIZ,[0.12829563294553736],[0.2119600474834442]
JXI,[-0.07807628366854513],[0.304643839597702]
JYI,[0.1734731208329543],[0.29125335812568665]
JZI,[-0.02553243332706523],[-0.11875154823064804]
JXX,[0.03579855711022262],[0.2308155745267868]
JXY,[-0.5955356590317753],[-0.4132295250892639]
JXZ,[-0.7792109396740667],[-0.3811132311820984]
JYX,[-0.4897951571405561],[-0.34444180130958557]
JYY,[0.559631598803906],[0.4191949665546417]
JYZ,[-0.9491812971888518],[-0.8484453558921814]
JZX,[-0.2956259316551795],[-0.1450074464082718]
JZY,[-0.15528266879590258],[-0.11154084652662277]
JZZ,[0.10612110780233319],[-0.20735152065753937]
