,treino,previsto
gamma1,[0.9009141618624731],[0.9302648305892944]
gamma2,[0.22983153776309395],[0.25145116448402405]
gamma3,[0.44584221367087673],[0.43661728501319885]
gamma4,[0.16676022890484743],[0.14681768417358398]
JIX,[-0.007687660399174678],[-0.07606084644794464]
JIY,[0.7135280737268923],[0.7035072445869446]
JIZ,[-0.8226115535480942],[-0.8393664956092834]
JXI,[-0.24315592595339663],[-0.15252740681171417]
JYI,[-0.901677355883151],[-0.9242851734161377]
JZI,[0.29958585220893297],[0.2424108386039734]
JXX,[-0.6216283712709287],[-0.5620231032371521]
JXY,[-0.3820884662461579],[-0.36271369457244873]
JXZ,[0.6372988369628543],[0.6483942270278931]
JYX,[-0.8907656012382117],[-0.91141676902771]
JYY,[-0.692922154771433],[-0.7004956007003784]
JYZ,[-0.397379389990171],[-0.36637386679649353]
JZX,[0.6231667131509544],[0.6544703245162964]
JZY,[-0.04911682328475431],[-0.05331576615571976]
JZZ,[0.25230496685491355],[0.28930214047431946]
