,treino,previsto
gamma1,[0.16722420906574653],[0.19711820781230927]
gamma2,[0.7281792514390089],[0.7491776943206787]
gamma3,[0.45794494925975726],[0.48880600929260254]
gamma4,[0.5049149694368028],[0.5119858980178833]
JIX,[-0.8583821458818548],[-0.8012700080871582]
JIY,[-0.1308244925173181],[-0.14244778454303741]
JIZ,[-0.5075004579580764],[-0.6252525448799133]
JXI,[-0.10862841764031073],[-0.2740783393383026]
JYI,[-0.48782436581795374],[-0.6741474866867065]
JZI,[0.7229725984230293],[0.43225574493408203]
JXX,[0.12087053202375708],[-0.08120990544557571]
JXY,[0.48856793143996136],[0.45506250858306885]
JXZ,[0.8530443734443238],[0.8370408415794373]
JYX,[-0.010164243217845925],[-0.14900565147399902]
JYY,[-0.06292454119659796],[-0.3328687846660614]
JYZ,[-0.7440855515429825],[-0.7180579304695129]
JZX,[0.5685450839408246],[0.5838565230369568]
JZY,[-0.8610006166330297],[-1.0079066753387451]
JZZ,[-0.27322762119529287],[-0.6149137616157532]
