,treino,previsto
gamma1,[0.5142391923392725],[0.5089420080184937]
gamma2,[0.12719542493136293],[0.15051355957984924]
gamma3,[0.822504261347236],[0.818821370601654]
gamma4,[0.4384186353936572],[0.44357016682624817]
JIX,[0.7194568903837308],[0.6848188042640686]
JIY,[0.03055965702624408],[0.05555490031838417]
JIZ,[-0.7727784317840369],[-0.885794460773468]
JXI,[-0.7587698727847505],[-0.769522488117218]
JYI,[-0.3817575397810242],[-0.38410624861717224]
JZI,[0.7508252688674453],[0.7955164313316345]
JXX,[0.8672964754196031],[0.8837935328483582]
JXY,[-0.2971753162130415],[-0.2633928954601288]
JXZ,[-0.11667111811504105],[-0.054702263325452805]
JYX,[-0.08656606787375187],[-0.09412940591573715]
JYY,[0.848272819486878],[0.8257902264595032]
JYZ,[-0.10800306244401559],[-0.1159435510635376]
JZX,[-0.37329493047038453],[-0.37226444482803345]
JZY,[0.005433166393849609],[-0.062111746519804]
JZZ,[-0.993975301245287],[-1.020620584487915]
