,treino,previsto
gamma1,[0.4494007558523254],[0.4470871686935425]
gamma2,[0.20865257233244294],[0.20992767810821533]
gamma3,[0.316903983245593],[0.31381627917289734]
gamma4,[0.9086358448961127],[0.9003817439079285]
JXX,[0.8098913893329576],[0.8046789765357971]
JXY,[0.7442607481394212],[0.7375171780586243]
JXZ,[0.14588133849844365],[0.1429322361946106]
JYX,[-0.6612438257488602],[-0.6584579944610596]
JYY,[-0.17695387591808664],[-0.17646107077598572]
JYZ,[0.9876760255546593],[0.9809340834617615]
JZX,[-0.7935044001776401],[-0.7870169878005981]
JZY,[-0.36172170230142053],[-0.3577190041542053]
JZZ,[0.9000782159070004],[0.8991814255714417]
JIX,[0.8112793523490414],[0.8052734136581421]
JIY,[0.3725083140534051],[0.36539536714553833]
JIZ,[0.5330185127252884],[0.5389348864555359]
JXI,[0.8092324756265472],[0.8076878786087036]
JYI,[-0.4803451050220462],[-0.48045945167541504]
JZI,[0.2714517392119784],[0.27239274978637695]
