,treino,previsto
gamma1,[0.15491558217844614],[0.14310462772846222]
gamma2,[0.217104494779929],[0.23804399371147156]
gamma3,[0.07331842499805508],[0.07869036495685577]
gamma4,[0.06350515136467705],[0.04511434957385063]
JIX,[0.0963156568326593],[0.11364545673131943]
JIY,[-0.7362170732482487],[-0.7466996312141418]
JIZ,[0.4230936845360489],[0.38531264662742615]
JXI,[-0.39549988816436876],[-0.3582765758037567]
JYI,[0.8766505495505419],[0.8761376142501831]
JZI,[-0.6145633054693405],[-0.6183242797851562]
JXX,[0.5239700143912078],[0.5807214379310608]
JXY,[-0.6687169051968782],[-0.6103163957595825]
JXZ,[0.9321742923082421],[0.9132029414176941]
JYX,[0.7472167858088734],[0.8154688477516174]
JYY,[-0.7849608735281186],[-0.8019311428070068]
JYZ,[0.2986329081714134],[0.27009299397468567]
JZX,[-0.5639013087412308],[-0.6074791550636292]
JZY,[0.023200803347880772],[0.00895175151526928]
JZZ,[0.7006205396143421],[0.682689905166626]
