,treino,previsto
gamma1,[0.8620792033230213],[0.8618218302726746]
gamma2,[0.6417943230689989],[0.6413125991821289]
gamma3,[0.6336250886311446],[0.6336621046066284]
gamma4,[0.164948954154845],[0.1651965230703354]
JXX,[0.34522097948514796],[0.3453410267829895]
JXY,[0.6176103665600245],[0.6168093681335449]
JXZ,[0.14054965261621977],[0.14040066301822662]
JYX,[-0.057005328552494294],[-0.05661853775382042]
JYY,[0.6766620402066199],[0.6765845417976379]
JYZ,[0.9918981802172229],[0.9913162589073181]
JZX,[0.14516441029200244],[0.1456049233675003]
JZY,[0.2620772322779299],[0.2623966932296753]
JZZ,[-0.8756951236202168],[-0.8755304217338562]
JIX,[-0.1579107714267074],[-0.15779732167720795]
JIY,[0.12982945963868775],[0.1300201416015625]
JIZ,[0.1162808953521044],[0.11625629663467407]
JXI,[0.17770025530371414],[0.17748168110847473]
JYI,[0.6015631527261587],[0.6010643243789673]
JZI,[0.9337535631262239],[0.9327888488769531]
