,treino,previsto
gamma1,[0.9562050372570121],[0.955991804599762]
gamma2,[0.25350600496212594],[0.25354328751564026]
gamma3,[0.8935407039073096],[0.8928233981132507]
gamma4,[0.8076368242952832],[0.8062096834182739]
JIX,[-0.2769544501718497],[-0.27642622590065]
JIY,[-0.039038668797412024],[-0.038768839091062546]
JIZ,[-0.16609474678867042],[-0.16624954342842102]
JXI,[-0.10648149243215355],[-0.1060226783156395]
JYI,[-0.1809685401002077],[-0.18074153363704681]
JZI,[0.31541165278854155],[0.3150025010108948]
JXX,[-0.48228923621984343],[-0.48156100511550903]
JXY,[0.2699918482069683],[0.27006834745407104]
JXZ,[-0.97974325274531],[-0.9793093204498291]
JYX,[-0.39591259040070836],[-0.39578843116760254]
JYY,[-0.32987329860456205],[-0.32954075932502747]
JYZ,[-0.7160989649343319],[-0.7158095836639404]
JZX,[0.4868285000638355],[0.486084908246994]
JZY,[-0.3797834959301094],[-0.3790382742881775]
JZZ,[0.5784839871578018],[0.5778203010559082]
