,treino,previsto
gamma1,[0.5142391923392725],[0.5137379765510559]
gamma2,[0.12719542493136293],[0.14263908565044403]
gamma3,[0.822504261347236],[0.8290757536888123]
gamma4,[0.4384186353936572],[0.4471563398838043]
JIX,[0.7194568903837308],[0.7039098143577576]
JIY,[0.03055965702624408],[0.045532893389463425]
JIZ,[-0.7727784317840369],[-0.841584324836731]
JXI,[-0.7587698727847505],[-0.7673214673995972]
JYI,[-0.3817575397810242],[-0.3835623264312744]
JZI,[0.7508252688674453],[0.787610650062561]
JXX,[0.8672964754196031],[0.8743175268173218]
JXY,[-0.2971753162130415],[-0.27867957949638367]
JXZ,[-0.11667111811504105],[-0.08055445551872253]
JYX,[-0.08656606787375187],[-0.09461909532546997]
JYY,[0.848272819486878],[0.8339525461196899]
JYZ,[-0.10800306244401559],[-0.11695310473442078]
JZX,[-0.37329493047038453],[-0.38042938709259033]
JZY,[0.005433166393849609],[-0.037039585411548615]
JZZ,[-0.993975301245287],[-1.0080443620681763]
