,treino,previsto
gamma1,[0.16722420906574653],[0.16719406843185425]
gamma2,[0.7281792514390089],[0.7277827858924866]
gamma3,[0.45794494925975726],[0.4578389823436737]
gamma4,[0.5049149694368028],[0.5049747824668884]
JIX,[-0.8583821458818548],[-0.858577311038971]
JIY,[-0.1308244925173181],[-0.12867532670497894]
JIZ,[-0.5075004579580764],[-0.505045473575592]
JXI,[-0.10862841764031073],[-0.11029650270938873]
JYI,[-0.48782436581795374],[-0.48741769790649414]
JZI,[0.7229725984230293],[0.7236560583114624]
JXX,[0.12087053202375708],[0.12086961418390274]
JXY,[0.48856793143996136],[0.48674389719963074]
JXZ,[0.8530443734443238],[0.851801872253418]
JYX,[-0.010164243217845925],[-0.009723278693854809]
JYY,[-0.06292454119659796],[-0.06186186522245407]
JYZ,[-0.7440855515429825],[-0.7446436285972595]
JZX,[0.5685450839408246],[0.5674064755439758]
JZY,[-0.8610006166330297],[-0.8605600595474243]
JZZ,[-0.27322762119529287],[-0.27225902676582336]
