,treino,previsto
gamma1,[0.6697331158548405],[0.6651908755302429]
gamma2,[0.968985475592904],[0.9806144833564758]
gamma3,[0.8927731180625529],[0.8759662508964539]
gamma4,[0.9074960881017821],[0.9313905835151672]
JIX,[-0.5516290503053471],[-0.5185403227806091]
JIY,[0.8652805931946954],[0.8339399695396423]
JIZ,[0.8914872178362601],[0.9583758115768433]
JXI,[-0.9544828513835384],[-0.903224527835846]
JYI,[0.6938338920461884],[0.6963751912117004]
JZI,[0.42874637280803074],[0.3693741261959076]
JXX,[0.3597921523702974],[0.4109031558036804]
JXY,[-0.9788509022210652],[-0.9433192610740662]
JXZ,[0.6566237432499853],[0.7023770809173584]
JYX,[-0.24347586207152738],[-0.2606474459171295]
JYY,[0.6131158903393255],[0.6412845253944397]
JYZ,[0.07210550155686524],[0.1814734935760498]
JZX,[0.5225812965223957],[0.5769672989845276]
JZY,[0.45724655065782316],[0.41003501415252686]
JZZ,[-0.32218083756748106],[-0.2112032026052475]
