,treino,previsto
gamma1,[0.9238491686434372],[0.914091944694519]
gamma2,[0.7081149807839483],[0.6913355588912964]
gamma3,[0.04844033403057124],[0.045098915696144104]
gamma4,[0.8813673855462563],[0.8911605477333069]
JIX,[0.9164187596345457],[0.8651941418647766]
JIY,[-0.7192628198472104],[-0.6481034755706787]
JIZ,[-0.9527677057223489],[-0.9366053938865662]
JXI,[0.997261307345829],[0.9777323007583618]
JYI,[-0.6314927085942939],[-0.6184849143028259]
JZI,[-0.75881587356935],[-0.7326605319976807]
JXX,[0.3028424811158388],[0.26934096217155457]
JXY,[-0.3087103248748666],[-0.32557448744773865]
JXZ,[0.7791018795916058],[0.776440441608429]
JYX,[-0.536517020027848],[-0.5378620624542236]
JYY,[0.9189701236733989],[0.9050953984260559]
JYZ,[-0.36109632289252636],[-0.34341859817504883]
JZX,[0.20228457717799309],[0.21801812946796417]
JZY,[0.8641752086877563],[0.8988367915153503]
JZZ,[0.3705207367707548],[0.36289188265800476]
