,treino,previsto
gamma1,[0.46996047909566496],[0.4696381390094757]
gamma2,[0.07344097236025571],[0.07334620505571365]
gamma3,[0.5535311897079374],[0.5535815358161926]
gamma4,[0.37664963051624745],[0.37665218114852905]
JIX,[0.16151432986791336],[0.16116635501384735]
JIY,[-0.5885520020378399],[-0.5889252424240112]
JIZ,[0.28393873546227],[0.28532272577285767]
JXI,[0.8929708779032515],[0.8912919163703918]
JYI,[-0.9175870687900451],[-0.9169053435325623]
JZI,[-0.10120076827109403],[-0.10166415572166443]
JXX,[-0.2931088962646198],[-0.29320013523101807]
JXY,[-0.4241611986546143],[-0.42352500557899475]
JXZ,[0.7538488993092554],[0.752210259437561]
JYX,[0.933461896331194],[0.9329591393470764]
JYY,[0.6077893468042093],[0.6074392199516296]
JYZ,[-0.1619387971769919],[-0.1615028977394104]
JZX,[0.7436744955183132],[0.7435622215270996]
JZY,[-0.79078137856082],[-0.7907751202583313]
JZZ,[-0.020704221524552313],[-0.021152963861823082]
