,treino,previsto
gamma1,[0.041880336369846005],[0.09153137356042862]
gamma2,[0.9821934207987782],[0.6754279732704163]
gamma3,[0.9647577811255668],[0.8468834757804871]
gamma4,[0.6539225335338404],[0.5335484147071838]
JIX,[-0.09524089298036276],[0.010035000741481781]
JIY,[0.11954477216099191],[0.6228496432304382]
JIZ,[0.8484211680474587],[0.1566028892993927]
JXI,[-0.06869985980045334],[0.7857809066772461]
JYI,[0.01568254612454223],[0.1498992145061493]
JZI,[0.1747696576997939],[0.3322223722934723]
JXX,[-0.6306793122902468],[-0.5063881278038025]
JXY,[0.023817278083611004],[-0.05880879983305931]
JXZ,[0.25976544043360383],[1.1908442974090576]
JYX,[0.5859537450399053],[-0.0006090948591008782]
JYY,[-0.8117530875415631],[-0.39241182804107666]
JYZ,[-0.393197474750949],[0.120533786714077]
JZX,[-0.8186589250163212],[-1.017787218093872]
JZY,[0.6192890687343551],[0.5701305270195007]
JZZ,[0.38687696508247815],[1.2165796756744385]
