,treino,previsto
gamma1,[0.9238491686434372],[0.9235787391662598]
gamma2,[0.7081149807839483],[0.7076922655105591]
gamma3,[0.04844033403057124],[0.048462189733982086]
gamma4,[0.8813673855462563],[0.8813028335571289]
JIX,[0.9164187596345457],[0.9146721363067627]
JIY,[-0.7192628198472104],[-0.7185628414154053]
JIZ,[-0.9527677057223489],[-0.9528458714485168]
JXI,[0.997261307345829],[0.997104287147522]
JYI,[-0.6314927085942939],[-0.6314077973365784]
JZI,[-0.75881587356935],[-0.758000910282135]
JXX,[0.3028424811158388],[0.30303511023521423]
JXY,[-0.3087103248748666],[-0.3092745542526245]
JXZ,[0.7791018795916058],[0.7788167595863342]
JYX,[-0.536517020027848],[-0.5361925363540649]
JYY,[0.9189701236733989],[0.9188820123672485]
JYZ,[-0.36109632289252636],[-0.3605397641658783]
JZX,[0.20228457717799309],[0.2013859748840332]
JZY,[0.8641752086877563],[0.8644772171974182]
JZZ,[0.3705207367707548],[0.3704168200492859]
