,treino,previsto
gamma1,[0.041785415602753395],[0.041775695979595184]
gamma2,[0.7335413506775065],[0.7333248257637024]
gamma3,[0.1060683270342535],[0.10609795898199081]
gamma4,[0.3424554918369298],[0.34232136607170105]
JIX,[0.4833378712291465],[0.48313719034194946]
JIY,[0.881607766294431],[0.8810655474662781]
JIZ,[0.49480679370832537],[0.49530190229415894]
JXI,[0.8162851259228743],[0.8160156607627869]
JYI,[-0.7780454366399887],[-0.7779409885406494]
JZI,[0.15954636399993594],[0.15847887098789215]
JXX,[-0.1362653751785774],[-0.13654479384422302]
JXY,[-0.4690148425097873],[-0.46907803416252136]
JXZ,[0.7208183359380034],[0.7204856276512146]
JYX,[-0.34119700732639613],[-0.3412684500217438]
JYY,[0.9473411821310671],[0.9468899369239807]
JYZ,[-0.2774932061648101],[-0.277416467666626]
JZX,[0.10724944842999884],[0.10747287422418594]
JZY,[0.5484521505152973],[0.5491189956665039]
JZZ,[0.5634961891752752],[0.5626975297927856]
