,treino,previsto
gamma1,[0.3821258776361548],[0.38231489062309265]
gamma2,[0.2597144974749366],[0.2596609890460968]
gamma3,[0.9030730537030369],[0.9031142592430115]
gamma4,[0.04104246726610428],[0.04101460427045822]
JXX,[-0.2981621320585077],[-0.29780063033103943]
JXY,[-0.5989112539604846],[-0.5989471077919006]
JXZ,[0.9488189626598429],[0.9492747783660889]
JYX,[-0.017848451176140756],[-0.018126415088772774]
JYY,[-0.3818888638509741],[-0.3816499710083008]
JYZ,[-0.18004349647137707],[-0.18023869395256042]
JZX,[0.6561123682325138],[0.6563228368759155]
JZY,[-0.2643523124079703],[-0.26411861181259155]
JZZ,[0.635377617060706],[0.6350696682929993]
JIX,[-0.7093276763334386],[-0.709820568561554]
JIY,[-0.30097748941397007],[-0.3009170889854431]
JIZ,[-0.6741283351047271],[-0.674175500869751]
JXI,[-0.5082135837716129],[-0.5082947015762329]
JYI,[0.38476156435115083],[0.3846660852432251]
JZI,[-0.6899586608088255],[-0.6899060010910034]
