,treino,previsto
gamma1,[0.4212483616141941],[0.42116227746009827]
gamma2,[0.512633924392356],[0.5123832821846008]
gamma3,[0.7342090787834955],[0.7340220808982849]
gamma4,[0.3589963597861997],[0.35852304100990295]
JIX,[0.8497305032518905],[0.8490915298461914]
JIY,[0.8972115559863543],[0.8975061178207397]
JIZ,[0.7848666880971586],[0.7839832901954651]
JXI,[-0.8328986463386328],[-0.8319356441497803]
JYI,[0.18405445377147056],[0.18421964347362518]
JZI,[-0.15250518353007725],[-0.15259826183319092]
JXX,[0.06017602023601287],[0.06039271503686905]
JXY,[-0.7393941175050389],[-0.7394140958786011]
JXZ,[-0.6160056849214146],[-0.6155206561088562]
JYX,[-0.11085285225397401],[-0.11094973236322403]
JYY,[-0.5579216536855618],[-0.5581398010253906]
JYZ,[-0.08993408230456712],[-0.09003101289272308]
JZX,[-0.950466065020863],[-0.9503892660140991]
JZY,[-0.8284518274474977],[-0.8282649517059326]
JZZ,[0.42001640048982014],[0.4198881685733795]
