,treino,previsto
gamma1,[0.011103140095212849],[0.005007597617805004]
gamma2,[0.06936843811723081],[0.06265755742788315]
gamma3,[0.17029397548628933],[0.14515924453735352]
gamma4,[0.23062657285541344],[0.25108349323272705]
JIX,[0.9567097167419933],[1.0086201429367065]
JIY,[-0.8909546899790852],[-0.9169372320175171]
JIZ,[0.45132344234864985],[0.44707098603248596]
JXI,[-0.032276513351115144],[0.022088807076215744]
JYI,[0.8834464903328145],[0.8450909852981567]
JZI,[-0.18629102358141614],[-0.2094133347272873]
JXX,[0.8384859880845335],[0.7544808983802795]
JXY,[-0.6817044022321801],[-0.7109405994415283]
JXZ,[0.9895603626777179],[1.0111267566680908]
JYX,[-0.1740409161067018],[-0.21186132729053497]
JYY,[-0.6337030386141642],[-0.7144846320152283]
JYZ,[-0.3078017914359601],[-0.3300517201423645]
JZX,[0.2615917474199978],[0.22965088486671448]
JZY,[-0.931611574528584],[-0.964738130569458]
JZZ,[-0.22563199046343807],[-0.22430074214935303]
