,treino,previsto
gamma1,[0.7911525137028831],[0.7949281334877014]
gamma2,[0.007468944436742619],[0.00491861579939723]
gamma3,[0.3833047283684954],[0.35337233543395996]
gamma4,[0.30461586515781447],[0.3075195252895355]
JIX,[-0.2872035864745557],[-0.318758100271225]
JIY,[0.6623205548983861],[0.6945045590400696]
JIZ,[-0.2952427056704183],[-0.3175402581691742]
JXI,[-0.8825503740913454],[-0.8684014081954956]
JYI,[-0.05333894071130718],[-0.03877120837569237]
JZI,[0.4563627662832759],[0.4204574227333069]
JXX,[0.35697982544055074],[0.4202318489551544]
JXY,[-0.8706931801415108],[-0.8912439942359924]
JXZ,[-0.0059663070718503075],[-0.008101033978164196]
JYX,[-0.6081501633286799],[-0.5645407438278198]
JYY,[-0.930926402572763],[-0.8789419531822205]
JYZ,[0.9592415959706198],[1.006871223449707]
JZX,[0.40975020468332324],[0.4534788727760315]
JZY,[-0.27806031697958034],[-0.3397689759731293]
JZZ,[0.5519991186261384],[0.5412599444389343]
