,treino,previsto
gamma1,[0.7905476817951573],[0.7811908721923828]
gamma2,[0.1667763675050825],[0.18084757030010223]
gamma3,[0.30614199209589266],[0.292165607213974]
gamma4,[0.6286784916754126],[0.6203739643096924]
JIX,[-0.3843864905324452],[-0.37427327036857605]
JIY,[0.15591575435007843],[0.2067800909280777]
JIZ,[-0.4687639291636485],[-0.44350525736808777]
JXI,[0.6157921028659785],[0.5672323703765869]
JYI,[-0.0655655579974792],[-0.10189245641231537]
JZI,[-0.3349603865251771],[-0.27726760506629944]
JXX,[0.7935051924165137],[0.7843475341796875]
JXY,[0.5848239797390551],[0.5451065897941589]
JXZ,[0.7192273898749051],[0.6915473341941833]
JYX,[0.33162747111383184],[0.29033488035202026]
JYY,[-0.6290803677731216],[-0.6561391949653625]
JYZ,[-0.22014295985639176],[-0.23505952954292297]
JZX,[-0.5211412662436052],[-0.5364605188369751]
JZY,[0.5862575754447799],[0.6217460036277771]
JZZ,[-0.9816317794849116],[-0.9108083844184875]
