,treino,previsto
gamma1,[0.9562050372570121],[1.028241753578186]
gamma2,[0.25350600496212594],[0.2530120611190796]
gamma3,[0.8935407039073096],[0.8694060444831848]
gamma4,[0.8076368242952832],[0.7599399089813232]
JIX,[-0.2769544501718497],[-0.333173006772995]
JIY,[-0.039038668797412024],[-0.04264995828270912]
JIZ,[-0.16609474678867042],[-0.14208267629146576]
JXI,[-0.10648149243215355],[-0.05012108013033867]
JYI,[-0.1809685401002077],[-0.19796235859394073]
JZI,[0.31541165278854155],[0.25325921177864075]
JXX,[-0.48228923621984343],[-0.4845994710922241]
JXY,[0.2699918482069683],[0.2547125518321991]
JXZ,[-0.97974325274531],[-0.9185861349105835]
JYX,[-0.39591259040070836],[-0.35770562291145325]
JYY,[-0.32987329860456205],[-0.3039194345474243]
JYZ,[-0.7160989649343319],[-0.8501046299934387]
JZX,[0.4868285000638355],[0.42248138785362244]
JZY,[-0.3797834959301094],[-0.3631252646446228]
JZZ,[0.5784839871578018],[0.5762736797332764]
