,treino,previsto
gamma1,[0.42889121166998756],[0.4284811317920685]
gamma2,[0.5341966954839735],[0.5337179899215698]
gamma3,[0.6309486332578008],[0.6303970813751221]
gamma4,[0.6325186435673117],[0.6321573257446289]
JIX,[-0.8193202914613009],[-0.8182865977287292]
JIY,[0.9012671291268881],[0.9000231623649597]
JIZ,[-0.7000578940080291],[-0.7003769278526306]
JXI,[0.47874074135255906],[0.47823986411094666]
JYI,[0.6824847918698727],[0.6818743348121643]
JZI,[0.49427390372409374],[0.4939734935760498]
JXX,[-0.39612480866150146],[-0.39586448669433594]
JXY,[-0.2967521262767605],[-0.2968316972255707]
JXZ,[0.44372522715230645],[0.443204402923584]
JYX,[0.9312928150076802],[0.9302082061767578]
JYY,[0.32525553512517136],[0.3251000642776489]
JYZ,[0.08116241373627942],[0.08087711036205292]
JZX,[-0.22419764841343515],[-0.22336521744728088]
JZY,[-0.1885205012822757],[-0.18916180729866028]
JZZ,[0.4381917707973002],[0.43755871057510376]
