,treino,previsto
gamma1,[0.4438774447470737],[0.44286686182022095]
gamma2,[0.9596160635365508],[0.9569876194000244]
gamma3,[0.9712559648074823],[0.9692808389663696]
gamma4,[0.8383626047485429],[0.8358539342880249]
JXX,[0.26207593059135315],[0.26161569356918335]
JXY,[-0.2615403318741629],[-0.2606613337993622]
JXZ,[0.05603724403844934],[0.05593924969434738]
JYX,[-0.7842866333945362],[-0.7820374369621277]
JYY,[0.365899867666593],[0.3645627498626709]
JYZ,[0.20133672349955978],[0.19974321126937866]
JZX,[-0.43615095428719],[-0.43649014830589294]
JZY,[-0.24285431246360178],[-0.24286097288131714]
JZZ,[0.4722630742673428],[0.47470822930336]
JIX,[0.36400912117595574],[0.3634941875934601]
JIY,[-0.8167947838408722],[-0.8135654926300049]
JIZ,[0.2356326977228047],[0.23307326436042786]
JXI,[0.6838398091019124],[0.6814627051353455]
JYI,[0.6691005771521796],[0.6683347821235657]
JZI,[0.030035451582698824],[0.02897472120821476]
