,treino,previsto
gamma1,[0.7905476817951573],[0.7903445959091187]
gamma2,[0.1667763675050825],[0.1667996644973755]
gamma3,[0.30614199209589266],[0.3059989809989929]
gamma4,[0.6286784916754126],[0.6286398768424988]
JXX,[0.7935051924165137],[0.7933202385902405]
JXY,[0.5848239797390551],[0.5842883586883545]
JXZ,[0.7192273898749051],[0.7189061641693115]
JYX,[0.33162747111383184],[0.33128637075424194]
JYY,[-0.6290803677731216],[-0.6291894316673279]
JYZ,[-0.22014295985639176],[-0.21999520063400269]
JZX,[-0.5211412662436052],[-0.5207009315490723]
JZY,[0.5862575754447799],[0.5864033102989197]
JZZ,[-0.9816317794849116],[-0.9811204075813293]
JIX,[-0.3843864905324452],[-0.38412344455718994]
JIY,[0.15591575435007843],[0.15643726289272308]
JIZ,[-0.4687639291636485],[-0.4681895077228546]
JXI,[0.6157921028659785],[0.6153278946876526]
JYI,[-0.0655655579974792],[-0.06569256633520126]
JZI,[-0.3349603865251771],[-0.3345562219619751]
