,treino,previsto
gamma1,[0.5765919646489391],[0.5649318099021912]
gamma2,[0.9810562099841368],[0.9762493371963501]
gamma3,[0.48333826247680256],[0.44961559772491455]
gamma4,[0.31783677819012823],[0.29629215598106384]
JIX,[-0.25881137975062707],[-0.2836625277996063]
JIY,[0.8152502726521875],[0.8144418597221375]
JIZ,[-0.2079467635711556],[-0.25650933384895325]
JXI,[-0.587893141865695],[-0.6282957792282104]
JYI,[0.6355952820309936],[0.6702497601509094]
JZI,[0.5175681866126696],[0.5528466701507568]
JXX,[0.3965657038489854],[0.32666727900505066]
JXY,[-0.95637294402159],[-0.9285607933998108]
JXZ,[-0.18553914661270632],[-0.2438012957572937]
JYX,[-0.3709913181225113],[-0.36959314346313477]
JYY,[-0.4898356945172957],[-0.5177276730537415]
JYZ,[-0.3218953854275173],[-0.3183639943599701]
JZX,[-0.4481023679423799],[-0.49465981125831604]
JZY,[0.00863258254418886],[0.015132687985897064]
JZZ,[-0.9774703257667732],[-1.0494900941848755]
