,treino,previsto
gamma1,[0.5901527546316861],[0.5859450101852417]
gamma2,[0.6068757160405743],[0.6014193296432495]
gamma3,[0.9811690850890965],[0.9755305051803589]
gamma4,[0.7428108992904813],[0.7390785217285156]
JXX,[-0.3972357250361773],[-0.39611369371414185]
JXY,[0.6815276211230483],[0.6874910593032837]
JXZ,[-0.020560708179608644],[-0.018041888251900673]
JYX,[-0.8336387524805398],[-0.8349738717079163]
JYY,[0.6943414554288729],[0.6853204369544983]
JYZ,[-0.545152942348103],[-0.5398971438407898]
JZX,[0.5784393926365736],[0.5611034035682678]
JZY,[-0.8791840075310149],[-0.8766059875488281]
JZZ,[0.3181904168868892],[0.31369978189468384]
JIX,[-0.2588867178073859],[-0.24937961995601654]
JIY,[0.9003708718663839],[0.8935849070549011]
JIZ,[-0.5999070717600636],[-0.5663827061653137]
JXI,[-0.4060517541652038],[-0.403008371591568]
JYI,[-0.16375735637421673],[-0.16787686944007874]
JZI,[-0.5253895926232446],[-0.531093955039978]
