,treino,previsto
gamma1,[0.5139289405222758],[0.46208655834198]
gamma2,[0.2979079699160261],[0.31800344586372375]
gamma3,[0.5798623379994603],[0.5251519680023193]
gamma4,[0.9610460637489058],[0.9203909039497375]
JIX,[0.011880827540495353],[-0.1123817190527916]
JIY,[-0.09343057367074792],[0.03152908384799957]
JIZ,[0.11594165163533754],[0.2717670798301697]
JXI,[-0.23155824126417013],[-0.26480311155319214]
JYI,[0.6690422746144482],[0.6497299671173096]
JZI,[-0.6811824865810532],[-0.45735615491867065]
JXX,[-0.0993246484870236],[-0.05709709972143173]
JXY,[0.5258626616390383],[0.6402125954627991]
JXZ,[0.21218691768397302],[0.2235817164182663]
JYX,[0.8117454546265361],[0.6212229132652283]
JYY,[-0.4226432633318953],[-0.402438223361969]
JYZ,[-0.2842197832227855],[-0.20849375426769257]
JZX,[-0.3905193107940479],[-0.4198961853981018]
JZY,[-0.7355236768235658],[-0.5976638793945312]
JZZ,[-0.8493298111601335],[-0.6310592889785767]
