,treino,previsto
gamma1,[0.465937574267109],[0.46546193957328796]
gamma2,[0.4306967863428379],[0.4296684265136719]
gamma3,[0.005389255905331569],[0.0054022883996367455]
gamma4,[0.5624015709181892],[0.5616124272346497]
JXX,[0.5424739695589225],[0.5422397255897522]
JXY,[0.8158004931533465],[0.8140230774879456]
JXZ,[0.16443652246127072],[0.16255514323711395]
JYX,[0.3624441530787714],[0.36167198419570923]
JYY,[0.07276205494110943],[0.07261033356189728]
JYZ,[0.692585565702907],[0.6900375485420227]
JZX,[-0.5508338991250497],[-0.5490419864654541]
JZY,[0.36813535669462083],[0.3678101897239685]
JZZ,[0.2025907571809149],[0.2046746015548706]
JIX,[-0.6008225872917998],[-0.5990663170814514]
JIY,[0.23010520368993959],[0.22978369891643524]
JIZ,[-0.7857793521751026],[-0.7825362086296082]
JXI,[0.8103557816972058],[0.8102362751960754]
JYI,[-0.6158465411883403],[-0.6155005693435669]
JZI,[-0.07755771611098128],[-0.07725473493337631]
