,treino,previsto
gamma1,[0.5277693445209781],[0.5275614857673645]
gamma2,[0.9678965934609308],[0.9672479033470154]
gamma3,[0.9345193264078987],[0.9341825246810913]
gamma4,[0.09292144624864485],[0.09320399165153503]
JXX,[0.16746097114721215],[0.1675591915845871]
JXY,[0.8943990439534582],[0.8936558961868286]
JXZ,[-0.9356372202874645],[-0.9352625608444214]
JYX,[-0.8621126594669188],[-0.8613940477371216]
JYY,[-0.35983168136833243],[-0.3598092496395111]
JYZ,[0.6501840361127005],[0.6497069597244263]
JZX,[0.6862991754840158],[0.6858440637588501]
JZY,[-0.729217640330404],[-0.7291662096977234]
JZZ,[0.8390800400871314],[0.8390058875083923]
JIX,[0.7765361529049761],[0.7759489417076111]
JIY,[-0.20001120805797412],[-0.19978785514831543]
JIZ,[0.17724036554846423],[0.1772516816854477]
JXI,[0.7195733470855228],[0.7193862795829773]
JYI,[-0.5429215932707987],[-0.5428065061569214]
JZI,[0.03143456804703959],[0.031780533492565155]
