,treino,previsto
gamma1,[0.17618810428468956],[0.17624442279338837]
gamma2,[0.8508752517946389],[0.8503753542900085]
gamma3,[0.8202199870687111],[0.8199042677879333]
gamma4,[0.37585828567644886],[0.3757287561893463]
JIX,[-0.9228963213252399],[-0.922527015209198]
JIY,[0.3924486452741056],[0.392485648393631]
JIZ,[-0.712133557209278],[-0.71205735206604]
JXI,[-0.0749354903418249],[-0.07520649582147598]
JYI,[0.34329352823553405],[0.3432660698890686]
JZI,[0.5859025433105887],[0.5856361985206604]
JXX,[-0.09362154306757531],[-0.09349028021097183]
JXY,[-0.0034555404038976167],[-0.0037270034663379192]
JXZ,[-0.9616857839513044],[-0.9616356492042542]
JYX,[-0.1352223220971196],[-0.1351228803396225]
JYY,[-0.25525063835814765],[-0.25507551431655884]
JYZ,[0.704577266381706],[0.7045454978942871]
JZX,[0.09396780858201126],[0.09390132874250412]
JZY,[0.510633676509932],[0.5105961561203003]
JZZ,[-0.13186372229553167],[-0.13173484802246094]
