,treino,previsto
gamma1,[0.8419027314789557],[0.532642126083374]
gamma2,[0.5995547289462685],[0.4000491201877594]
gamma3,[0.9174626648558603],[0.5113118290901184]
gamma4,[0.9721691074362717],[0.4969569444656372]
JXX,[-0.20560347473354512],[-0.10996206104755402]
JXY,[0.2831563075493455],[0.1484796553850174]
JXZ,[0.9776224208074429],[0.6824370622634888]
JYX,[-0.07693397987474992],[0.03825832158327103]
JYY,[0.9869700152033374],[0.548332929611206]
JYZ,[0.9851439883172557],[0.6178920269012451]
JZX,[-0.5146489288531135],[-0.29303330183029175]
JZY,[-0.8547097742573173],[-0.3660702109336853]
JZZ,[-0.680197955540764],[-0.30514606833457947]
JIX,[0.07816312921162116],[0.10764680057764053]
JIY,[-0.42160711272055895],[-0.12537525594234467]
JIZ,[-0.9399261828977459],[-0.040693722665309906]
JXI,[0.3072715077855237],[0.3669590950012207]
JYI,[-0.5799826089005378],[-0.3662668466567993]
JZI,[-0.48544605004078156],[-0.23185822367668152]
