,treino,previsto
gamma1,[0.23418295948970536],[0.23417527973651886]
gamma2,[0.01999130622418077],[0.019933510571718216]
gamma3,[0.2667674610031978],[0.266740083694458]
gamma4,[0.40766386296095714],[0.40757933259010315]
JIX,[-0.5465882812379024],[-0.5464164614677429]
JIY,[0.9245900716687656],[0.924193799495697]
JIZ,[-0.7473382026982809],[-0.7469988465309143]
JXI,[0.4096338457432158],[0.4093589782714844]
JYI,[-0.8296294638984947],[-0.8292912244796753]
JZI,[-0.5051180301418299],[-0.505073070526123]
JXX,[0.9982570783251581],[0.997709333896637]
JXY,[-0.5812047362221744],[-0.580825924873352]
JXZ,[0.283736870144214],[0.28380855917930603]
JYX,[-0.0817324744552066],[-0.08138520270586014]
JYY,[-0.09373513772371433],[-0.09361978620290756]
JYZ,[-0.01003461222164459],[-0.00962838064879179]
JZX,[-0.6155383155146357],[-0.615622878074646]
JZY,[0.6610425472659434],[0.6605933904647827]
JZZ,[-0.8208687531188208],[-0.8207463622093201]
