,treino,previsto
gamma1,[0.16722420906574653],[0.16723650693893433]
gamma2,[0.7281792514390089],[0.7281247973442078]
gamma3,[0.45794494925975726],[0.45788073539733887]
gamma4,[0.5049149694368028],[0.5048115253448486]
JXX,[0.12087053202375708],[0.12084070593118668]
JXY,[0.48856793143996136],[0.4888565242290497]
JXZ,[0.8530443734443238],[0.8531822562217712]
JYX,[-0.010164243217845925],[-0.010050786659121513]
JYY,[-0.06292454119659796],[-0.06358441710472107]
JYZ,[-0.7440855515429825],[-0.7441036701202393]
JZX,[0.5685450839408246],[0.5682695508003235]
JZY,[-0.8610006166330297],[-0.8607894778251648]
JZZ,[-0.27322762119529287],[-0.2733212113380432]
JIX,[-0.8583821458818548],[-0.8580735325813293]
JIY,[-0.1308244925173181],[-0.13082455098628998]
JIZ,[-0.5075004579580764],[-0.5077289342880249]
JXI,[-0.10862841764031073],[-0.10820003598928452]
JYI,[-0.48782436581795374],[-0.4874226152896881]
JZI,[0.7229725984230293],[0.7224124670028687]
