,treino,previsto
gamma1,[0.8133552610220813],[0.8134623169898987]
gamma2,[0.5073148980567306],[0.5072658658027649]
gamma3,[0.8356936602931708],[0.8359807133674622]
gamma4,[0.1828740263841231],[0.18283982574939728]
JXX,[0.11578945815114117],[0.11572332680225372]
JXY,[0.22266613301352445],[0.22257693111896515]
JXZ,[-0.7090570694820459],[-0.7090039253234863]
JYX,[0.2613011697101677],[0.2615653872489929]
JYY,[0.0012395531300626317],[0.0010569534497335553]
JYZ,[0.7022376698246666],[0.7023977041244507]
JZX,[-0.9432975078310775],[-0.9433202147483826]
JZY,[0.9143518581561754],[0.9145272374153137]
JZZ,[-0.6546403051549412],[-0.6547058820724487]
JIX,[0.598230738233454],[0.598082423210144]
JIY,[-0.34818771187492725],[-0.3482910692691803]
JIZ,[-0.5190129698346531],[-0.5189554691314697]
JXI,[0.6451117387363627],[0.6449241638183594]
JYI,[-0.7698749260257931],[-0.7701699137687683]
JZI,[-0.047526449664778925],[-0.0472225695848465]
