,treino,previsto
gamma1,[0.3493243355051877],[0.34917211532592773]
gamma2,[0.16679970202499006],[0.16716225445270538]
gamma3,[0.34767461274915756],[0.3476255238056183]
gamma4,[0.03029517373803181],[0.0302091334015131]
JXX,[-0.4732993977256994],[-0.47361305356025696]
JXY,[-0.601022697802895],[-0.600952684879303]
JXZ,[-0.8905240506758743],[-0.8902785778045654]
JYX,[-0.6123952492363249],[-0.6125561594963074]
JYY,[-0.951628553680506],[-0.9517443180084229]
JYZ,[0.38347605655689154],[0.38346782326698303]
JZX,[-0.26866060598167785],[-0.2683047652244568]
JZY,[0.6311232813762566],[0.6316733956336975]
JZZ,[0.5213440527032356],[0.5212976932525635]
JIX,[-0.3524933083584687],[-0.3523714542388916]
JIY,[0.24005897043108937],[0.2401040941476822]
JIZ,[-0.9830400010208644],[-0.9828786849975586]
JXI,[0.9657155745444512],[0.9657807946205139]
JYI,[0.6443170123795019],[0.6439328789710999]
JZI,[0.9980395764003489],[0.9978484511375427]
