,treino,previsto
gamma1,[0.7976834640931965],[0.6299437284469604]
gamma2,[0.6715515831338204],[0.5518147349357605]
gamma3,[0.04510972210455566],[-0.037540003657341]
gamma4,[0.4658771443546851],[0.369345098733902]
JIX,[0.09360310707326613],[0.19868813455104828]
JIY,[-0.751762199047689],[-0.8144494891166687]
JIZ,[-0.439812774919055],[-0.1570548117160797]
JXI,[-0.13859556840738407],[-0.3036830723285675]
JYI,[-0.9662104295599947],[-0.7634324431419373]
JZI,[-0.0036095623537208965],[-0.07740888744592667]
JXX,[0.9040597871742617],[0.8030945658683777]
JXY,[-0.14288133986122675],[-0.305590957403183]
JXZ,[0.6680513959234107],[0.3223503828048706]
JYX,[0.9200527003028165],[0.5606885552406311]
JYY,[-0.9591939086411334],[-0.7464253306388855]
JYZ,[-0.9739188441020281],[-0.7908358573913574]
JZX,[-0.12798590426185763],[-0.18617509305477142]
JZY,[0.9198433596040032],[0.8259511590003967]
JZZ,[-0.09101376905350467],[0.14082665741443634]
