,treino,previsto
gamma1,[0.35803267961629326],[0.35794803500175476]
gamma2,[0.260402331953273],[0.26028722524642944]
gamma3,[0.8042812841588886],[0.8039452433586121]
gamma4,[0.6316639223416798],[0.6313846707344055]
JIX,[-0.7863429245966886],[-0.7859953045845032]
JIY,[0.40517104797371095],[0.40480712056159973]
JIZ,[0.30408404062855077],[0.30364179611206055]
JXI,[0.8807047791322358],[0.8803215026855469]
JYI,[-0.4577695468793537],[-0.4573231339454651]
JZI,[-0.48844897313392166],[-0.4880777597427368]
JXX,[0.4681187282893935],[0.46781468391418457]
JXY,[0.3169000364801515],[0.31702879071235657]
JXZ,[-0.39402405222328984],[-0.3937131464481354]
JYX,[0.36846625615391093],[0.368454247713089]
JYY,[-0.2066527099339721],[-0.2070041298866272]
JYZ,[0.5550331757802247],[0.5546985864639282]
JZX,[-0.7632008602691229],[-0.7630310654640198]
JZY,[-0.5534677673755009],[-0.5533899664878845]
JZZ,[0.8029261725493977],[0.8024753928184509]
