,treino,previsto
gamma1,[0.12640920672312728],[0.12640498578548431]
gamma2,[0.009410839419584538],[0.009447414427995682]
gamma3,[0.7306841520443098],[0.7306177020072937]
gamma4,[0.8428419545513766],[0.8428012132644653]
JXX,[-0.7995292644989436],[-0.7995508909225464]
JXY,[0.01785411432893702],[0.017636073753237724]
JXZ,[0.686145857826806],[0.6854103803634644]
JYX,[0.04559862152587302],[0.04606443643569946]
JYY,[0.8894015102484911],[0.889030933380127]
JYZ,[0.7636002670045339],[0.7633043527603149]
JZX,[-0.25807865558248366],[-0.2582409977912903]
JZY,[-0.9985078045366769],[-0.9983716607093811]
JZZ,[0.5105343726506062],[0.5101380348205566]
JIX,[-0.8451564322933918],[-0.8454315662384033]
JIY,[-0.5727664210700234],[-0.5724942088127136]
JIZ,[-0.39374332579442917],[-0.3927900791168213]
JXI,[0.8004273658662282],[0.8003093004226685]
JYI,[-0.00749501549718401],[-0.007900199852883816]
JZI,[0.4404811417840462],[0.44042617082595825]
