,treino,previsto
gamma1,[0.46137519071410127],[0.39029330015182495]
gamma2,[0.7856333408759735],[0.7706059217453003]
gamma3,[0.5584469387242702],[0.47481247782707214]
gamma4,[0.974261266946173],[0.8999384045600891]
JIX,[-0.837818670752231],[-0.6620238423347473]
JIY,[0.2136055782918591],[0.05965985730290413]
JIZ,[0.9954557010352247],[0.8046298027038574]
JXI,[-0.7188265123325341],[-0.7453656792640686]
JYI,[0.704572082529658],[0.7845134735107422]
JZI,[-0.7008545123478973],[-0.6341365575790405]
JXX,[-0.16795724132015688],[-0.35040315985679626]
JXY,[0.7918128551580439],[0.8702525496482849]
JXZ,[-0.40060849944206534],[-0.4883057177066803]
JYX,[0.36267120144248377],[0.19113947451114655]
JYY,[-0.8468727980494843],[-0.885253369808197]
JYZ,[0.7208768750809686],[0.811240017414093]
JZX,[-0.0646316912873881],[0.07568585872650146]
JZY,[-0.9926550802113958],[-0.8964684009552002]
JZZ,[-0.7094524862747427],[-0.6602680087089539]
