,treino,previsto
gamma1,[0.92965859608353],[0.8810460567474365]
gamma2,[0.5569854761423373],[0.5341327786445618]
gamma3,[0.3846514573686475],[0.3731871247291565]
gamma4,[0.030345543681900566],[0.09218809753656387]
JIX,[0.9318383760498881],[0.9302427172660828]
JIY,[0.11951182799780913],[0.06782572716474533]
JIZ,[-0.05265622357871269],[0.02530454844236374]
JXI,[0.046558950858430315],[0.20998623967170715]
JYI,[0.5353201261569036],[0.6937602162361145]
JZI,[0.9772120554889443],[1.142401933670044]
JXX,[-0.1588688834408547],[-0.31990715861320496]
JXY,[-0.5381276295407358],[-0.4688798487186432]
JXZ,[-0.2506249305871704],[-0.05692952126264572]
JYX,[-0.8646050641334451],[-0.9792979955673218]
JYY,[0.2864398249304285],[0.38915398716926575]
JYZ,[0.985193901863664],[1.0161746740341187]
JZX,[-0.5855663564444096],[-0.7401577234268188]
JZY,[0.5180930729616604],[0.5119717121124268]
JZZ,[-0.5781795821423887],[-0.44491592049598694]
