,treino,previsto
gamma1,[0.7863044343329872],[0.7859833240509033]
gamma2,[0.9717550117964577],[0.971181333065033]
gamma3,[0.028791618843824085],[0.028736330568790436]
gamma4,[0.9378945220576308],[0.9377016425132751]
JIX,[0.49458253244656714],[0.4899477958679199]
JIY,[-0.5944947353081806],[-0.5932078957557678]
JIZ,[-0.5896826918056928],[-0.5927467942237854]
JXI,[0.2015142521860358],[0.20016515254974365]
JYI,[-0.8864854257125787],[-0.885391891002655]
JZI,[0.5526572011585595],[0.5562890768051147]
JXX,[0.5288222950287738],[0.5303139686584473]
JXY,[-0.9165274392042873],[-0.9166567325592041]
JXZ,[0.36678988670422896],[0.3670511245727539]
JYX,[0.005474927598498214],[0.004605564754456282]
JYY,[0.2708874110817623],[0.26996421813964844]
JYZ,[0.9074652976162696],[0.9066939949989319]
JZX,[0.9735150597652436],[0.9700201749801636]
JZY,[-0.18171866659490643],[-0.18065252900123596]
JZZ,[0.6882869035295207],[0.6868942379951477]
