,treino,previsto
gamma1,[0.9847400031826039],[0.9843428730964661]
gamma2,[0.31455515098964815],[0.3143993020057678]
gamma3,[0.9890104295709],[0.989078938961029]
gamma4,[0.1294383270769628],[0.12953630089759827]
JXX,[-0.16486406011996246],[-0.1651100516319275]
JXY,[-0.5733417102051386],[-0.5726810693740845]
JXZ,[-0.21664558108338805],[-0.2160688042640686]
JYX,[0.684527873325528],[0.6840898990631104]
JYY,[-0.7377955078124652],[-0.7374466061592102]
JYZ,[-0.6248275905664575],[-0.6243549585342407]
JZX,[-0.9444071589857421],[-0.9434008598327637]
JZY,[-0.520225806988122],[-0.5199580788612366]
JZZ,[-0.8100296643317768],[-0.808604896068573]
JIX,[-0.774085659647674],[-0.7729675769805908]
JIY,[-0.738295666193135],[-0.7381467223167419]
JIZ,[0.1945217804922421],[0.19508247077465057]
JXI,[-0.643909152948758],[-0.642341136932373]
JYI,[-0.7350065613100774],[-0.7351477742195129]
JZI,[-0.07180288786206579],[-0.07310625910758972]
