,treino,previsto
gamma1,[0.9948195629497427],[0.9936310648918152]
gamma2,[0.9493954730932436],[0.9482385516166687]
gamma3,[0.5441770474293208],[0.5440744161605835]
gamma4,[0.4448541887258536],[0.44494426250457764]
JIX,[0.9120685437784988],[0.9117317199707031]
JIY,[0.8956549741186988],[0.8953550457954407]
JIZ,[-0.8868972645463826],[-0.8865548968315125]
JXI,[-0.8302560096821567],[-0.8291484117507935]
JYI,[0.6709977562588991],[0.67063969373703]
JZI,[0.4719399781370466],[0.47245606780052185]
JXX,[0.3394608028804418],[0.3380934000015259]
JXY,[-0.3837270848217116],[-0.3833734393119812]
JXZ,[0.21188833135692486],[0.21176296472549438]
JYX,[0.21360346728167579],[0.21348077058792114]
JYY,[0.16240803422400618],[0.1612883061170578]
JYZ,[-0.6832342594903889],[-0.6830465793609619]
JZX,[-0.13866071941746272],[-0.1383928805589676]
JZY,[-0.21293635958925727],[-0.21270015835762024]
JZZ,[0.4460241624749317],[0.4461364150047302]
