,treino,previsto
gamma1,[0.9451939145048893],[0.8433230519294739]
gamma2,[0.4015909369106695],[0.3345826268196106]
gamma3,[0.998447005087021],[1.0524593591690063]
gamma4,[0.0621927912524467],[0.07584118098020554]
JIX,[0.0439678194249864],[-0.018066424876451492]
JIY,[0.6133815542373582],[0.5649905204772949]
JIZ,[0.9209895486477535],[0.8677745461463928]
JXI,[-0.420749244471069],[-0.41290417313575745]
JYI,[0.5322148755959053],[0.41317445039749146]
JZI,[0.4084397336868253],[0.2843042016029358]
JXX,[0.3227661144476608],[0.38538163900375366]
JXY,[-0.7796759021655764],[-0.8685638308525085]
JXZ,[-0.9461264424189464],[-0.8003888726234436]
JYX,[-0.23165779091140504],[-0.09402521699666977]
JYY,[0.4927903923327688],[0.43253523111343384]
JYZ,[-0.495232464973556],[-0.62300705909729]
JZX,[0.003205341136067519],[0.025856677442789078]
JZY,[-0.3651298189085006],[-0.3610941767692566]
JZZ,[0.6926556182568482],[0.6156025528907776]
