,treino,previsto
gamma1,[0.5808813852633757],[0.5583382844924927]
gamma2,[0.7594878838401685],[0.7721003293991089]
gamma3,[0.2084530917276468],[0.199788436293602]
gamma4,[0.062205782406492105],[0.06295423209667206]
JIX,[0.5830518719229318],[0.5738309621810913]
JIY,[-0.9379325277179429],[-0.91543048620224]
JIZ,[0.6754839419077516],[0.6465659141540527]
JXI,[-0.3650404551155011],[-0.3165667653083801]
JYI,[-0.9759637002846477],[-0.971744954586029]
JZI,[-0.8606398745222861],[-0.9089666604995728]
JXX,[0.004466619199896327],[0.0036278737243264914]
JXY,[0.2631832108452503],[0.2747606933116913]
JXZ,[0.642755936407096],[0.632484495639801]
JYX,[0.6342042740943745],[0.5922830104827881]
JYY,[-0.794756935787041],[-0.741093635559082]
JYZ,[0.727560333989069],[0.721575140953064]
JZX,[-0.8084007354409559],[-0.8470320105552673]
JZY,[0.6392892064009212],[0.6376570463180542]
JZZ,[-0.07912719249258626],[-0.08282552659511566]
