,treino,previsto
gamma1,[0.22860972534891622],[0.2284797877073288]
gamma2,[0.8578370973942192],[0.8574325442314148]
gamma3,[0.8745326053736207],[0.8740552067756653]
gamma4,[0.7976159923774808],[0.797290563583374]
JIX,[0.9304842831042459],[0.9299758672714233]
JIY,[-0.9766906124157178],[-0.9764259457588196]
JIZ,[0.4719832395937509],[0.47194811701774597]
JXI,[-0.6839745504705037],[-0.6830413341522217]
JYI,[0.9726789033256467],[0.9723337292671204]
JZI,[-0.9662386915840475],[-0.9659420847892761]
JXX,[0.7589825362693423],[0.7585933208465576]
JXY,[0.3627013288028291],[0.3623456358909607]
JXZ,[0.7146847649630497],[0.7148818969726562]
JYX,[0.9996324683322388],[0.9994300603866577]
JYY,[-0.5205696356724228],[-0.5204378366470337]
JYZ,[-0.3238444854866003],[-0.3238474428653717]
JZX,[0.41638866597025537],[0.4159793555736542]
JZY,[-0.4388366283137255],[-0.4386630654335022]
JZZ,[-0.4733714857050786],[-0.47301995754241943]
