,treino,previsto
gamma1,[0.9009141618624731],[0.8986745476722717]
gamma2,[0.22983153776309395],[0.2274000644683838]
gamma3,[0.44584221367087673],[0.44527745246887207]
gamma4,[0.16676022890484743],[0.16670876741409302]
JIX,[-0.007687660399174678],[-0.008207350037992]
JIY,[0.7135280737268923],[0.7112732529640198]
JIZ,[-0.8226115535480942],[-0.8181942701339722]
JXI,[-0.24315592595339663],[-0.24182043969631195]
JYI,[-0.901677355883151],[-0.896935760974884]
JZI,[0.29958585220893297],[0.29511064291000366]
JXX,[-0.6216283712709287],[-0.6191409826278687]
JXY,[-0.3820884662461579],[-0.3798390328884125]
JXZ,[0.6372988369628543],[0.6333538293838501]
JYX,[-0.8907656012382117],[-0.8880006074905396]
JYY,[-0.692922154771433],[-0.6908116340637207]
JYZ,[-0.397379389990171],[-0.39595288038253784]
JZX,[0.6231667131509544],[0.6209018230438232]
JZY,[-0.04911682328475431],[-0.048878639936447144]
JZZ,[0.25230496685491355],[0.2517307698726654]
