,treino,previsto
gamma1,[0.4335270462955384],[0.42262452840805054]
gamma2,[0.8554088477491049],[0.8342587351799011]
gamma3,[0.9372801278909322],[0.9112344980239868]
gamma4,[0.5687076940748169],[0.5437120199203491]
JXX,[0.03579855711022262],[0.014764280058443546]
JXY,[-0.5955356590317753],[-0.5476056933403015]
JXZ,[-0.7792109396740667],[-0.7146394848823547]
JYX,[-0.4897951571405561],[-0.46976378560066223]
JYY,[0.559631598803906],[0.5604467988014221]
JYZ,[-0.9491812971888518],[-0.9430865049362183]
JZX,[-0.2956259316551795],[-0.2722109258174896]
JZY,[-0.15528266879590258],[-0.13025937974452972]
JZZ,[0.10612110780233319],[0.19761353731155396]
JIX,[-0.4403690528540243],[-0.42301496863365173]
JIY,[0.0042808872494692896],[0.030304227024316788]
JIZ,[0.12829563294553736],[0.22299091517925262]
JXI,[-0.07807628366854513],[-0.013215082697570324]
JYI,[0.1734731208329543],[0.14849531650543213]
JZI,[-0.02553243332706523],[0.10008828341960907]
