,treino,previsto
gamma1,[0.149835057407401],[0.1454850733280182]
gamma2,[0.7231696718848062],[0.7037195563316345]
gamma3,[0.16751077963049055],[0.17045065760612488]
gamma4,[0.654655200922515],[0.6634941697120667]
JIX,[-0.23795862000845713],[-0.21702004969120026]
JIY,[-0.5385616273790497],[-0.5487029552459717]
JIZ,[-0.6679265513717296],[-0.6137581467628479]
JXI,[0.8276668695454259],[0.7769139409065247]
JYI,[0.155878050571864],[0.16901136934757233]
JZI,[0.38026531463053437],[0.35166990756988525]
JXX,[0.10611895139196825],[0.19299694895744324]
JXY,[-0.2329118720894543],[-0.3214263319969177]
JXZ,[0.46324841325362565],[0.5411573052406311]
JYX,[0.15285591795039477],[0.24877095222473145]
JYY,[0.562419135109645],[0.6325798630714417]
JYZ,[0.3231619447148433],[0.2855047285556793]
JZX,[0.6785960349192279],[0.7061794400215149]
JZY,[-0.12121097819798488],[-0.06841344386339188]
JZZ,[-0.6899011584123196],[-0.5905069708824158]
