,treino,previsto
gamma1,[0.8620792033230213],[0.8646792769432068]
gamma2,[0.6417943230689989],[0.6177929043769836]
gamma3,[0.6336250886311446],[0.590742826461792]
gamma4,[0.164948954154845],[0.1582024097442627]
JIX,[-0.1579107714267074],[-0.2208396941423416]
JIY,[0.12982945963868775],[0.1978079229593277]
JIZ,[0.1162808953521044],[0.038032494485378265]
JXI,[0.17770025530371414],[0.2738623023033142]
JYI,[0.6015631527261587],[0.590219259262085]
JZI,[0.9337535631262239],[0.8354473114013672]
JXX,[0.34522097948514796],[0.349557489156723]
JXY,[0.6176103665600245],[0.6261262893676758]
JXZ,[0.14054965261621977],[0.24636586010456085]
JYX,[-0.057005328552494294],[-0.07846765965223312]
JYY,[0.6766620402066199],[0.7009201645851135]
JYZ,[0.9918981802172229],[0.9838287830352783]
JZX,[0.14516441029200244],[0.03983176872134209]
JZY,[0.2620772322779299],[0.27619993686676025]
JZZ,[-0.8756951236202168],[-0.9921218156814575]
