,treino,previsto
gamma1,[0.7863044343329872],[0.7713518738746643]
gamma2,[0.9717550117964577],[1.000563144683838]
gamma3,[0.028791618843824085],[0.043129485100507736]
gamma4,[0.9378945220576308],[0.8819714188575745]
JIX,[0.49458253244656714],[0.5576968193054199]
JIY,[-0.5944947353081806],[-0.6762315034866333]
JIZ,[-0.5896826918056928],[-0.7154483199119568]
JXI,[0.2015142521860358],[0.27750036120414734]
JYI,[-0.8864854257125787],[-0.9510020017623901]
JZI,[0.5526572011585595],[0.3267621695995331]
JXX,[0.5288222950287738],[0.4407610297203064]
JXY,[-0.9165274392042873],[-0.8790035247802734]
JXZ,[0.36678988670422896],[0.29037487506866455]
JYX,[0.005474927598498214],[0.06814280897378922]
JYY,[0.2708874110817623],[0.2928135097026825]
JYZ,[0.9074652976162696],[0.9562134146690369]
JZX,[0.9735150597652436],[1.1206616163253784]
JZY,[-0.18171866659490643],[-0.20017357170581818]
JZZ,[0.6882869035295207],[0.8798144459724426]
