,treino,previsto
gamma1,[0.6552766031176774],[0.7561531066894531]
gamma2,[0.7255780591443041],[0.6757285594940186]
gamma3,[0.6832371539307494],[0.6914777755737305]
gamma4,[0.546362446652179],[0.5272123217582703]
JIX,[-0.9148685728348462],[-0.9659852981567383]
JIY,[0.1793729008033076],[0.0536516010761261]
JIZ,[-0.961378377305627],[-1.2721519470214844]
JXI,[0.028252278584538937],[-0.2845386862754822]
JYI,[0.9532922726476154],[1.002238154411316]
JZI,[-0.4195063861588373],[-0.6318426132202148]
JXX,[0.9484396940028381],[0.7747000455856323]
JXY,[0.2720623438569263],[0.1459435671567917]
JXZ,[0.7679741736944607],[0.590296745300293]
JYX,[-0.9606587459739078],[-1.0388561487197876]
JYY,[0.4712879831394312],[0.15098217129707336]
JYZ,[0.03340840209097817],[0.11126533895730972]
JZX,[0.2086912300114061],[0.2783600986003876]
JZY,[-0.24404081108889275],[-0.1395649015903473]
JZZ,[0.953946770859208],[0.6433377265930176]
