,treino,previsto
gamma1,[0.49653521716587157],[0.49629199504852295]
gamma2,[0.8612924863730758],[0.8607326149940491]
gamma3,[0.3477168575425721],[0.34773483872413635]
gamma4,[0.6615424192381595],[0.6615737080574036]
JIX,[-0.09830973170998192],[-0.09802937507629395]
JIY,[-0.12676086344783122],[-0.1261439472436905]
JIZ,[-0.91673110829594],[-0.9157809019088745]
JXI,[0.5352545159169328],[0.5352363586425781]
JYI,[0.34691071289664666],[0.34700441360473633]
JZI,[0.341715081425054],[0.34108686447143555]
JXX,[-0.05466902390511197],[-0.05429987981915474]
JXY,[0.3454622280497679],[0.34479930996894836]
JXZ,[0.7649625069950898],[0.7643067836761475]
JYX,[0.38404488297670647],[0.3843930959701538]
JYY,[-0.3087151482695474],[-0.3081212639808655]
JYZ,[0.7946470632001239],[0.7942522168159485]
JZX,[-0.366011218325637],[-0.36547812819480896]
JZY,[-0.8324319756419407],[-0.8320223093032837]
JZZ,[-0.4976318139645448],[-0.4965828061103821]
