,treino,previsto
gamma1,[0.041880336369846005],[0.041820820420980453]
gamma2,[0.9821934207987782],[0.9696616530418396]
gamma3,[0.9647577811255668],[0.959601879119873]
gamma4,[0.6539225335338404],[0.6512666940689087]
JXX,[-0.6306793122902468],[-0.6230885982513428]
JXY,[0.023817278083611004],[0.02259288914501667]
JXZ,[0.25976544043360383],[0.2539209723472595]
JYX,[0.5859537450399053],[0.5820216536521912]
JYY,[-0.8117530875415631],[-0.8052935600280762]
JYZ,[-0.393197474750949],[-0.38693609833717346]
JZX,[-0.8186589250163212],[-0.8162505626678467]
JZY,[0.6192890687343551],[0.6152846813201904]
JZZ,[0.38687696508247815],[0.38709092140197754]
JIX,[-0.09524089298036276],[-0.09559453278779984]
JIY,[0.11954477216099191],[0.11894899606704712]
JIZ,[0.8484211680474587],[0.8429983854293823]
JXI,[-0.06869985980045334],[-0.07038991153240204]
JYI,[0.01568254612454223],[0.018737420439720154]
JZI,[0.1747696576997939],[0.175688236951828]
