,treino,previsto
gamma1,[0.3821258776361548],[0.4399648904800415]
gamma2,[0.2597144974749366],[0.2686081826686859]
gamma3,[0.9030730537030369],[0.8437225818634033]
gamma4,[0.04104246726610428],[0.025963807478547096]
JIX,[-0.7093276763334386],[-0.755225419998169]
JIY,[-0.30097748941397007],[-0.2882483899593353]
JIZ,[-0.6741283351047271],[-0.6201402544975281]
JXI,[-0.5082135837716129],[-0.5147159099578857]
JYI,[0.38476156435115083],[0.297924667596817]
JZI,[-0.6899586608088255],[-0.6940188407897949]
JXX,[-0.2981621320585077],[-0.2831578552722931]
JXY,[-0.5989112539604846],[-0.5314093232154846]
JXZ,[0.9488189626598429],[0.910820484161377]
JYX,[-0.017848451176140756],[-0.09219549596309662]
JYY,[-0.3818888638509741],[-0.3849850296974182]
JYZ,[-0.18004349647137707],[-0.27350693941116333]
JZX,[0.6561123682325138],[0.6213558316230774]
JZY,[-0.2643523124079703],[-0.21137848496437073]
JZZ,[0.635377617060706],[0.6893565654754639]
