,treino,previsto
gamma1,[0.5123190504571955],[0.5115526914596558]
gamma2,[0.7944608177634946],[0.7935525178909302]
gamma3,[0.6249799602888791],[0.6218005418777466]
gamma4,[0.8248125234140684],[0.8185058236122131]
JIX,[-0.24607539521922805],[-0.24850815534591675]
JIY,[0.8535770154526414],[0.8451473116874695]
JIZ,[0.6868934782644844],[0.6700228452682495]
JXI,[-0.5719084600959132],[-0.5734670758247375]
JYI,[0.7434162244908751],[0.7398704290390015]
JZI,[0.2729234915013832],[0.25984835624694824]
JXX,[-0.9152157476835985],[-0.9113019108772278]
JXY,[0.9059441202489178],[0.9012773633003235]
JXZ,[-0.4886326635670657],[-0.48895463347435]
JYX,[-0.388198039461112],[-0.39106041193008423]
JYY,[-0.15183968698754158],[-0.14967679977416992]
JYZ,[0.17702802805051898],[0.17449919879436493]
JZX,[-0.7512167010322528],[-0.7494978904724121]
JZY,[0.37335460974244605],[0.36685889959335327]
JZZ,[0.6644810467531526],[0.6528033018112183]
