,treino,previsto
gamma1,[0.7680181487450805],[0.8021219372749329]
gamma2,[0.20386952877685705],[0.21328140795230865]
gamma3,[0.17846076295399127],[0.14166155457496643]
gamma4,[0.18859491417448548],[0.1700061559677124]
JIX,[-0.7086614897917394],[-0.620933473110199]
JIY,[-0.0901459909719573],[0.03032093122601509]
JIZ,[0.5415676113180443],[0.5750658512115479]
JXI,[0.4110264538680559],[0.3482935130596161]
JYI,[0.4639179460665115],[0.5415006875991821]
JZI,[-0.1329711302091925],[-0.28566208481788635]
JXX,[0.6000409142668555],[0.6858230829238892]
JXY,[0.0658028292851427],[0.08949031680822372]
JXZ,[-0.8396925816429961],[-0.9367718696594238]
JYX,[-0.08810823763286568],[-0.1133633479475975]
JYY,[-0.9042249670801166],[-0.8690913319587708]
JYZ,[0.865924800150101],[0.8709315061569214]
JZX,[0.8941560120058878],[0.9588202834129333]
JZY,[-0.3292984481199799],[-0.22899416089057922]
JZZ,[-0.38118814171993165],[-0.3811055123806]
