,treino,previsto
gamma1,[0.149835057407401],[0.14789900183677673]
gamma2,[0.7231696718848062],[0.7095150947570801]
gamma3,[0.16751077963049055],[0.16728821396827698]
gamma4,[0.654655200922515],[0.6430250406265259]
JIX,[-0.23795862000845713],[-0.23599383234977722]
JIY,[-0.5385616273790497],[-0.5277953147888184]
JIZ,[-0.6679265513717296],[-0.6504883766174316]
JXI,[0.8276668695454259],[0.8165485858917236]
JYI,[0.155878050571864],[0.1494104415178299]
JZI,[0.38026531463053437],[0.37682482600212097]
JXX,[0.10611895139196825],[0.10410059988498688]
JXY,[-0.2329118720894543],[-0.2279607504606247]
JXZ,[0.46324841325362565],[0.4582238793373108]
JYX,[0.15285591795039477],[0.147838294506073]
JYY,[0.562419135109645],[0.5518388152122498]
JYZ,[0.3231619447148433],[0.31847813725471497]
JZX,[0.6785960349192279],[0.6752734184265137]
JZY,[-0.12121097819798488],[-0.12326809763908386]
JZZ,[-0.6899011584123196],[-0.6815623641014099]
