,treino,previsto
gamma1,[0.22323896460701453],[0.25128859281539917]
gamma2,[0.6274332224055893],[0.6178496479988098]
gamma3,[0.9477089424570057],[0.9030469655990601]
gamma4,[0.5771029486174987],[0.564143180847168]
JIX,[-0.35233447033367526],[-0.2542073130607605]
JIY,[-0.6983016521509962],[-0.6520295143127441]
JIZ,[0.3018689460797075],[0.1916685551404953]
JXI,[-0.8551274266649145],[-0.864264726638794]
JYI,[0.0717640086133784],[-0.059214647859334946]
JZI,[-0.2686221661748289],[-0.23601876199245453]
JXX,[-0.8840021504505864],[-0.7695552706718445]
JXY,[0.014871466378840514],[0.07216101884841919]
JXZ,[-0.9250086831160302],[-0.8576840758323669]
JYX,[-0.13270863267522826],[-0.09971608221530914]
JYY,[-0.8602891528507621],[-0.7305378317832947]
JYZ,[-0.8185739733122699],[-0.8546966910362244]
JZX,[-0.15096162171497207],[-0.11276018619537354]
JZY,[0.6537042493440761],[0.6159567832946777]
JZZ,[-0.7523960777007088],[-0.6124590635299683]
