,treino,previsto
gamma1,[0.46996047909566496],[0.4697572886943817]
gamma2,[0.07344097236025571],[0.07342372834682465]
gamma3,[0.5535311897079374],[0.5535979270935059]
gamma4,[0.37664963051624745],[0.37675413489341736]
JIX,[0.16151432986791336],[0.1614648401737213]
JIY,[-0.5885520020378399],[-0.5897024273872375]
JIZ,[0.28393873546227],[0.287137508392334]
JXI,[0.8929708779032515],[0.8895894289016724]
JYI,[-0.9175870687900451],[-0.9164553880691528]
JZI,[-0.10120076827109403],[-0.1018688976764679]
JXX,[-0.2931088962646198],[-0.29328685998916626]
JXY,[-0.4241611986546143],[-0.42308273911476135]
JXZ,[0.7538488993092554],[0.7507262825965881]
JYX,[0.933461896331194],[0.932807445526123]
JYY,[0.6077893468042093],[0.6071764826774597]
JYZ,[-0.1619387971769919],[-0.16108286380767822]
JZX,[0.7436744955183132],[0.743843138217926]
JZY,[-0.79078137856082],[-0.7912960648536682]
JZZ,[-0.020704221524552313],[-0.02177216112613678]
