,treino,previsto
gamma1,[0.13948974986003737],[0.12440565228462219]
gamma2,[0.163836144803976],[0.20250794291496277]
gamma3,[0.46443579215550523],[0.3742266893386841]
gamma4,[0.8613332758638482],[0.8038480281829834]
JIX,[-0.20502224603708497],[-0.17083634436130524]
JIY,[-0.6209768603323691],[-0.5002460479736328]
JIZ,[0.8048786399510626],[0.6719366908073425]
JXI,[0.25107473156469906],[0.41249892115592957]
JYI,[0.05334375453651985],[0.022392524406313896]
JZI,[0.3934534044238047],[0.43733975291252136]
JXX,[0.7049624374714418],[0.5745184421539307]
JXY,[0.37205632722347204],[0.3282328248023987]
JXZ,[-0.7289865579589982],[-0.6465193033218384]
JYX,[0.983481168032575],[0.9326773285865784]
JYY,[-0.7552620814992317],[-0.694629967212677]
JYZ,[-0.7187700777991153],[-0.6647452116012573]
JZX,[-0.6533605986568296],[-0.6771759986877441]
JZY,[-0.17959942931413186],[-0.12509608268737793]
JZZ,[0.33965764099196205],[0.3764503002166748]
