,treino,previsto
gamma1,[0.5692400158763194],[0.5943431854248047]
gamma2,[0.20163093417246258],[0.16648834943771362]
gamma3,[0.0707877197891501],[0.0962904840707779]
gamma4,[0.2025520288489131],[0.21712830662727356]
JIX,[0.3542516536005407],[0.4632240831851959]
JIY,[0.5698227121742216],[0.5533185601234436]
JIZ,[0.04093231440616307],[-0.017120638862252235]
JXI,[0.022983404986520295],[-0.0016349614597856998]
JYI,[-0.21293067414807032],[-0.18149033188819885]
JZI,[0.993633874195798],[1.0096100568771362]
JXX,[-0.42127010845085855],[-0.43793174624443054]
JXY,[-0.7034804136306108],[-0.746366560459137]
JXZ,[-0.47784285086888345],[-0.37878695130348206]
JYX,[-0.479125612797342],[-0.5548901557922363]
JYY,[-0.34526597011077853],[-0.3189314007759094]
JYZ,[-0.4641783113105735],[-0.49006345868110657]
JZX,[-0.7847121242687085],[-0.8226161003112793]
JZY,[-0.3490005150854374],[-0.3316514790058136]
JZZ,[-0.37786985899715697],[-0.359663188457489]
